Latitude,Longitude,Gate-Name
24.875,157.21,
24.875,158.205,
24.875,159.2,
24.875,160.195,
24.875,161.19,
24.875,162.185,
24.875,163.18,
24.875,164.175,
24.875,165.17,
24.875,166.165,
24.875,167.16,
24.875,168.155,
24.875,169.15,
24.875,170.145,
24.875,171.14,
24.875,172.135,
24.875,173.13,
24.875,174.125,
24.875,175.12,
24.875,176.115,
24.875,177.11,
24.875,178.105,
24.875,179.1,
24.875,180.095,
24.875,181.09,
24.875,182.085,
24.875,183.08,
24.875,184.075,
24.875,185.07,
24.875,186.065,
24.875,187.06,
24.875,188.055,
24.875,189.05,
24.875,190.045,
24.875,191.04,
24.875,192.035,
24.875,193.03,
24.875,194.025,
24.875,195.02,
24.875,196.015,
24.875,197.01,
24.875,198.005,
25.87,0,
25.87,0.995,
25.87,1.99,
25.87,2.985,
25.87,3.98,
25.87,4.975,
25.87,5.97,
25.87,6.965,
25.87,7.96,
25.87,8.955,
25.87,9.95,
25.87,10.945,
25.87,11.94,
25.87,12.935,
25.87,13.93,
25.87,14.925,
25.87,15.92,
25.87,16.915,
25.87,17.91,
25.87,18.905,
25.87,19.9,
25.87,20.895,
25.87,21.89,
25.87,22.885,
25.87,23.88,
25.87,24.875,
25.87,25.87,
25.87,26.865,
25.87,27.86,
25.87,28.855,
25.87,29.85,
25.87,30.845,
25.87,31.84,
25.87,32.835,
25.87,33.83,
25.87,34.825,
25.87,35.82,
25.87,36.815,
25.87,37.81,
25.87,38.805,
25.87,39.8,
25.87,40.795,
25.87,41.79,
25.87,42.785,
25.87,43.78,
25.87,44.775,
25.87,45.77,
25.87,46.765,
25.87,47.76,
25.87,48.755,
25.87,49.75,
25.87,50.745,
25.87,51.74,
25.87,52.735,
25.87,53.73,
25.87,54.725,
25.87,55.72,
25.87,56.715,
25.87,57.71,
25.87,58.705,
25.87,59.7,
25.87,60.695,
25.87,61.69,
25.87,62.685,
25.87,63.68,
25.87,64.675,
25.87,65.67,
25.87,66.665,
25.87,67.66,
25.87,68.655,
25.87,69.65,
25.87,70.645,
25.87,71.64,
25.87,72.635,
25.87,73.63,
25.87,74.625,
25.87,75.62,
25.87,76.615,
25.87,77.61,
25.87,78.605,
25.87,79.6,
25.87,80.595,
25.87,81.59,
25.87,82.585,
25.87,83.58,
25.87,84.575,
25.87,85.57,
25.87,86.565,
25.87,87.56,
25.87,88.555,
25.87,89.55,
25.87,90.545,
25.87,91.54,
25.87,92.535,
25.87,93.53,
25.87,94.525,
25.87,95.52,
25.87,96.515,
25.87,97.51,
25.87,98.505,
25.87,99.5,
25.87,100.495,
25.87,101.49,
25.87,102.485,
25.87,103.48,
25.87,104.475,
25.87,105.47,
25.87,106.465,
25.87,107.46,
25.87,108.455,
25.87,109.45,
25.87,110.445,
25.87,111.44,
25.87,112.435,
25.87,113.43,
25.87,114.425,
25.87,115.42,
25.87,116.415,
25.87,117.41,
25.87,118.405,
25.87,119.4,
25.87,120.395,
25.87,121.39,
25.87,122.385,
25.87,123.38,
25.87,124.375,
25.87,125.37,
25.87,126.365,
25.87,127.36,
25.87,128.355,
25.87,129.35,
25.87,130.345,
25.87,131.34,
25.87,132.335,
25.87,133.33,
25.87,134.325,
25.87,135.32,
25.87,136.315,
25.87,137.31,
25.87,138.305,
25.87,139.3,
25.87,140.295,
25.87,141.29,
25.87,142.285,
25.87,143.28,
25.87,144.275,
25.87,145.27,
25.87,146.265,
25.87,147.26,
25.87,148.255,
25.87,149.25,
25.87,150.245,
25.87,151.24,
25.87,152.235,
25.87,153.23,
25.87,154.225,
25.87,155.22,
25.87,156.215,
25.87,157.21,
25.87,158.205,
25.87,159.2,
25.87,160.195,
25.87,161.19,
25.87,162.185,
25.87,163.18,
25.87,164.175,
25.87,165.17,
25.87,166.165,
25.87,167.16,
25.87,168.155,
25.87,169.15,
25.87,170.145,
25.87,171.14,
25.87,172.135,
25.87,173.13,
25.87,174.125,
25.87,175.12,
25.87,176.115,
25.87,177.11,
25.87,178.105,
25.87,179.1,
25.87,180.095,
25.87,181.09,
25.87,182.085,
25.87,183.08,
25.87,184.075,
25.87,185.07,
25.87,186.065,
25.87,187.06,
25.87,188.055,
25.87,189.05,
25.87,190.045,
25.87,191.04,
25.87,192.035,
25.87,193.03,
25.87,194.025,
25.87,195.02,
25.87,196.015,
25.87,197.01,
25.87,198.005,
26.865,0,
26.865,0.995,
26.865,1.99,
26.865,2.985,
26.865,3.98,
26.865,4.975,
26.865,5.97,
26.865,6.965,
26.865,7.96,
26.865,8.955,
26.865,9.95,
26.865,10.945,
26.865,11.94,
26.865,12.935,
26.865,13.93,
26.865,14.925,
26.865,15.92,
26.865,16.915,
26.865,17.91,
26.865,18.905,
26.865,19.9,
26.865,20.895,
26.865,21.89,
26.865,22.885,
26.865,23.88,
26.865,24.875,
26.865,25.87,
26.865,26.865,
26.865,27.86,
26.865,28.855,
26.865,29.85,
26.865,30.845,
26.865,31.84,
26.865,32.835,
26.865,33.83,
26.865,34.825,
26.865,35.82,
26.865,36.815,
26.865,37.81,
26.865,38.805,
26.865,39.8,
26.865,40.795,
26.865,41.79,
26.865,42.785,
26.865,43.78,
26.865,44.775,
26.865,45.77,
26.865,46.765,
26.865,47.76,
26.865,48.755,
26.865,49.75,
26.865,50.745,
26.865,51.74,
26.865,52.735,
26.865,53.73,
26.865,54.725,
26.865,55.72,
26.865,56.715,
26.865,57.71,
26.865,58.705,
26.865,59.7,
26.865,60.695,
26.865,61.69,
26.865,62.685,
26.865,63.68,
26.865,64.675,
26.865,65.67,
26.865,66.665,
26.865,67.66,
26.865,68.655,
26.865,69.65,
26.865,70.645,
26.865,71.64,
26.865,72.635,
26.865,73.63,
26.865,74.625,
26.865,75.62,
26.865,76.615,
26.865,77.61,
26.865,78.605,
26.865,79.6,
26.865,80.595,
26.865,81.59,
26.865,82.585,
26.865,83.58,
26.865,84.575,
26.865,85.57,
26.865,86.565,
26.865,87.56,
26.865,88.555,
26.865,89.55,
26.865,90.545,
26.865,91.54,
26.865,92.535,
26.865,93.53,
26.865,94.525,
26.865,95.52,
26.865,96.515,
26.865,97.51,
26.865,98.505,
26.865,99.5,
26.865,100.495,
26.865,101.49,
26.865,102.485,
26.865,103.48,
26.865,104.475,
26.865,105.47,
26.865,106.465,
26.865,107.46,
26.865,108.455,
26.865,109.45,
26.865,110.445,
26.865,111.44,
26.865,112.435,
26.865,113.43,
26.865,114.425,
26.865,115.42,
26.865,116.415,
26.865,117.41,
26.865,118.405,
26.865,119.4,
26.865,120.395,
26.865,121.39,
26.865,122.385,
26.865,123.38,
26.865,124.375,
26.865,125.37,
26.865,126.365,
26.865,127.36,
26.865,128.355,
26.865,129.35,
26.865,130.345,
26.865,131.34,
26.865,132.335,
26.865,133.33,
26.865,134.325,
26.865,135.32,
26.865,136.315,
26.865,137.31,
26.865,138.305,
26.865,139.3,
26.865,140.295,
26.865,141.29,
26.865,142.285,
26.865,143.28,
26.865,144.275,
26.865,145.27,
26.865,146.265,
26.865,147.26,
26.865,148.255,
26.865,149.25,
26.865,150.245,
26.865,151.24,
26.865,152.235,
26.865,153.23,
26.865,154.225,
26.865,155.22,
26.865,156.215,
26.865,157.21,
26.865,158.205,
26.865,159.2,
26.865,160.195,
26.865,161.19,
26.865,162.185,
26.865,163.18,
26.865,164.175,
26.865,165.17,
26.865,166.165,
26.865,167.16,
26.865,168.155,
26.865,169.15,
26.865,170.145,
26.865,171.14,
26.865,172.135,
26.865,173.13,
26.865,174.125,
26.865,175.12,
26.865,176.115,
26.865,177.11,
26.865,178.105,
26.865,179.1,
26.865,180.095,
26.865,181.09,
26.865,182.085,
26.865,183.08,
26.865,184.075,
26.865,185.07,
26.865,186.065,
26.865,187.06,
26.865,188.055,
26.865,189.05,
26.865,190.045,
26.865,191.04,
26.865,192.035,
26.865,193.03,
26.865,194.025,
26.865,195.02,
26.865,196.015,
26.865,197.01,
26.865,198.005,
27.86,0,
27.86,0.995,
27.86,1.99,
27.86,2.985,
27.86,3.98,
27.86,4.975,
27.86,5.97,
27.86,6.965,
27.86,7.96,
27.86,8.955,
27.86,9.95,
27.86,10.945,
27.86,11.94,
27.86,12.935,
27.86,13.93,
27.86,14.925,
27.86,15.92,
27.86,16.915,
27.86,17.91,
27.86,18.905,
27.86,19.9,
27.86,20.895,
27.86,21.89,
27.86,22.885,
27.86,23.88,
27.86,24.875,
27.86,25.87,
27.86,26.865,
27.86,27.86,
27.86,28.855,
27.86,29.85,
27.86,30.845,
27.86,31.84,
27.86,32.835,
27.86,33.83,
27.86,34.825,
27.86,35.82,
27.86,36.815,
27.86,37.81,
27.86,38.805,
27.86,39.8,
27.86,40.795,
27.86,41.79,
27.86,42.785,
27.86,43.78,
27.86,44.775,
27.86,45.77,
27.86,46.765,
27.86,47.76,
27.86,48.755,
27.86,49.75,
27.86,50.745,
27.86,51.74,
27.86,52.735,
27.86,53.73,
27.86,54.725,
27.86,55.72,
27.86,56.715,
27.86,57.71,
27.86,58.705,
27.86,59.7,
27.86,60.695,
27.86,61.69,
27.86,62.685,
27.86,63.68,
27.86,64.675,
27.86,65.67,
27.86,66.665,
27.86,67.66,
27.86,68.655,
27.86,69.65,
27.86,70.645,
27.86,71.64,
27.86,72.635,
27.86,73.63,
27.86,74.625,
27.86,75.62,
27.86,76.615,
27.86,77.61,
27.86,78.605,
27.86,79.6,
27.86,80.595,
27.86,81.59,
27.86,82.585,
27.86,83.58,
27.86,84.575,
27.86,85.57,
27.86,86.565,
27.86,87.56,
27.86,88.555,
27.86,89.55,
27.86,90.545,
27.86,91.54,
27.86,92.535,
27.86,93.53,
27.86,94.525,
27.86,95.52,
27.86,96.515,
27.86,97.51,
27.86,98.505,
27.86,99.5,
27.86,100.495,
27.86,101.49,
27.86,102.485,
27.86,103.48,
27.86,104.475,
27.86,105.47,
27.86,106.465,
27.86,107.46,
27.86,108.455,
27.86,109.45,
27.86,110.445,
27.86,111.44,
27.86,112.435,
27.86,113.43,
27.86,114.425,
27.86,115.42,
27.86,116.415,
27.86,117.41,
27.86,118.405,
27.86,119.4,
27.86,120.395,
27.86,121.39,
27.86,122.385,
27.86,123.38,
27.86,124.375,
27.86,125.37,
27.86,126.365,
27.86,127.36,
27.86,128.355,
27.86,129.35,
27.86,130.345,
27.86,131.34,
27.86,132.335,
27.86,133.33,
27.86,134.325,
27.86,135.32,
27.86,136.315,
27.86,137.31,
27.86,138.305,
27.86,139.3,
27.86,140.295,
27.86,141.29,
27.86,142.285,
27.86,143.28,
27.86,144.275,
27.86,145.27,
27.86,146.265,
27.86,147.26,
27.86,148.255,
27.86,149.25,
27.86,150.245,
27.86,151.24,
27.86,152.235,
27.86,153.23,
27.86,154.225,
27.86,155.22,
27.86,156.215,
27.86,157.21,
27.86,158.205,
27.86,159.2,
27.86,160.195,
27.86,161.19,
27.86,162.185,
27.86,163.18,
27.86,164.175,
27.86,165.17,
27.86,166.165,
27.86,167.16,
27.86,168.155,
27.86,169.15,
27.86,170.145,
27.86,171.14,
27.86,172.135,
27.86,173.13,
27.86,174.125,
27.86,175.12,
27.86,176.115,
27.86,177.11,
27.86,178.105,
27.86,179.1,
27.86,180.095,
27.86,181.09,
27.86,182.085,
27.86,183.08,
27.86,184.075,
27.86,185.07,
27.86,186.065,
27.86,187.06,
27.86,188.055,
27.86,189.05,
27.86,190.045,
27.86,191.04,
27.86,192.035,
27.86,193.03,
27.86,194.025,
27.86,195.02,
27.86,196.015,
27.86,197.01,
27.86,198.005,
28.855,0,
28.855,0.995,
28.855,1.99,
28.855,2.985,
28.855,3.98,
28.855,4.975,
28.855,5.97,
28.855,6.965,
28.855,7.96,
28.855,8.955,
28.855,9.95,
28.855,10.945,
28.855,11.94,
28.855,12.935,
28.855,13.93,
28.855,14.925,
28.855,15.92,
28.855,16.915,
28.855,17.91,
28.855,18.905,
28.855,19.9,
28.855,20.895,
28.855,21.89,
28.855,22.885,
28.855,23.88,
28.855,24.875,
28.855,25.87,
28.855,26.865,
28.855,27.86,
28.855,28.855,
28.855,29.85,
28.855,30.845,
28.855,31.84,
28.855,32.835,
28.855,33.83,
28.855,34.825,
28.855,35.82,
28.855,36.815,
28.855,37.81,
28.855,38.805,
28.855,39.8,
28.855,40.795,
28.855,41.79,
28.855,42.785,
28.855,43.78,
28.855,44.775,
28.855,45.77,
28.855,46.765,
28.855,47.76,
28.855,48.755,
28.855,49.75,
28.855,50.745,
28.855,51.74,
28.855,52.735,
28.855,53.73,
28.855,54.725,
28.855,55.72,
28.855,56.715,
28.855,57.71,
28.855,58.705,
28.855,59.7,
28.855,60.695,
28.855,61.69,
28.855,62.685,
28.855,63.68,
28.855,64.675,
28.855,65.67,
28.855,66.665,
28.855,67.66,
28.855,68.655,
28.855,69.65,
28.855,70.645,
28.855,71.64,
28.855,72.635,
28.855,73.63,
28.855,74.625,
28.855,75.62,
28.855,76.615,
28.855,77.61,
28.855,78.605,
28.855,79.6,
28.855,80.595,
28.855,81.59,
28.855,82.585,
28.855,83.58,
28.855,84.575,
28.855,85.57,
28.855,86.565,
28.855,87.56,
28.855,88.555,
28.855,89.55,
28.855,90.545,
28.855,91.54,
28.855,92.535,
28.855,93.53,
28.855,94.525,
28.855,95.52,
28.855,96.515,
28.855,97.51,
28.855,98.505,
28.855,99.5,
28.855,100.495,
28.855,101.49,
28.855,102.485,
28.855,103.48,
28.855,104.475,
28.855,105.47,
28.855,106.465,
28.855,107.46,
28.855,108.455,
28.855,109.45,
28.855,110.445,
28.855,111.44,
28.855,112.435,
28.855,113.43,
28.855,114.425,
28.855,115.42,
28.855,116.415,
28.855,117.41,
28.855,118.405,
28.855,119.4,
28.855,120.395,
28.855,121.39,
28.855,122.385,
28.855,123.38,
28.855,124.375,
28.855,125.37,
28.855,126.365,
28.855,127.36,
28.855,128.355,
28.855,129.35,
28.855,130.345,
28.855,131.34,
28.855,132.335,
28.855,133.33,
28.855,134.325,
28.855,135.32,
28.855,136.315,
28.855,137.31,
28.855,138.305,
28.855,139.3,
28.855,140.295,
28.855,141.29,
28.855,142.285,
28.855,143.28,
28.855,144.275,
28.855,145.27,
28.855,146.265,
28.855,147.26,
28.855,148.255,
28.855,149.25,
28.855,150.245,
28.855,151.24,
28.855,152.235,
28.855,153.23,
28.855,154.225,
28.855,155.22,
28.855,156.215,
28.855,157.21,
28.855,158.205,
28.855,159.2,
28.855,160.195,
28.855,161.19,
28.855,162.185,
28.855,163.18,
28.855,164.175,
28.855,165.17,
28.855,166.165,
28.855,167.16,
28.855,168.155,
28.855,169.15,
28.855,170.145,
28.855,171.14,
28.855,172.135,
28.855,173.13,
28.855,174.125,
28.855,175.12,
28.855,176.115,
28.855,177.11,
28.855,178.105,
28.855,179.1,
28.855,180.095,
28.855,181.09,
28.855,182.085,
28.855,183.08,
28.855,184.075,
28.855,185.07,
28.855,186.065,
28.855,187.06,
28.855,188.055,
28.855,189.05,
28.855,190.045,
28.855,191.04,
28.855,192.035,
28.855,193.03,
28.855,194.025,
28.855,195.02,
28.855,196.015,
28.855,197.01,
28.855,198.005,
29.85,0,
29.85,0.995,
29.85,1.99,
29.85,2.985,
29.85,3.98,
29.85,4.975,
29.85,5.97,
29.85,6.965,
29.85,7.96,
29.85,8.955,
29.85,9.95,
29.85,10.945,
29.85,11.94,
29.85,12.935,
29.85,13.93,
29.85,14.925,
29.85,15.92,
29.85,16.915,
29.85,17.91,
29.85,18.905,
29.85,19.9,
29.85,20.895,
29.85,21.89,
29.85,22.885,
29.85,23.88,
29.85,24.875,
29.85,25.87,
29.85,26.865,
29.85,27.86,
29.85,28.855,
29.85,29.85,
29.85,30.845,
29.85,31.84,
29.85,32.835,
29.85,33.83,
29.85,34.825,
29.85,35.82,
29.85,36.815,
29.85,37.81,
29.85,38.805,
29.85,39.8,
29.85,40.795,
29.85,41.79,
29.85,42.785,
29.85,43.78,
29.85,44.775,
29.85,45.77,
29.85,46.765,
29.85,47.76,
29.85,48.755,
29.85,49.75,
29.85,50.745,
29.85,51.74,
29.85,52.735,
29.85,53.73,
29.85,54.725,
29.85,55.72,
29.85,56.715,
29.85,57.71,
29.85,58.705,
29.85,59.7,
29.85,60.695,
29.85,61.69,
29.85,62.685,
29.85,63.68,
29.85,64.675,
29.85,65.67,
29.85,66.665,
29.85,67.66,
29.85,68.655,
29.85,69.65,
29.85,70.645,
29.85,71.64,
29.85,72.635,
29.85,73.63,
29.85,74.625,
29.85,75.62,
29.85,76.615,
29.85,77.61,
29.85,78.605,
29.85,79.6,
29.85,80.595,
29.85,81.59,
29.85,82.585,
29.85,83.58,
29.85,84.575,
29.85,85.57,
29.85,86.565,
29.85,87.56,
29.85,88.555,
29.85,89.55,
29.85,90.545,
29.85,91.54,
29.85,92.535,
29.85,93.53,
29.85,94.525,
29.85,95.52,
29.85,96.515,
29.85,97.51,
29.85,98.505,
29.85,99.5,
29.85,100.495,
29.85,101.49,
29.85,102.485,
29.85,103.48,
29.85,104.475,
29.85,105.47,
29.85,106.465,
29.85,107.46,
29.85,108.455,
29.85,109.45,
29.85,110.445,
29.85,111.44,
29.85,112.435,
29.85,113.43,
29.85,114.425,
29.85,115.42,
29.85,116.415,
29.85,117.41,
29.85,118.405,
29.85,119.4,
29.85,120.395,
29.85,121.39,
29.85,122.385,
29.85,123.38,
29.85,124.375,
29.85,125.37,
29.85,126.365,
29.85,127.36,
29.85,128.355,
29.85,129.35,
29.85,130.345,
29.85,131.34,
29.85,132.335,
29.85,133.33,
29.85,134.325,
29.85,135.32,
29.85,136.315,
29.85,137.31,
29.85,138.305,
29.85,139.3,
29.85,140.295,
29.85,141.29,
29.85,142.285,
29.85,143.28,
29.85,144.275,
29.85,145.27,
29.85,146.265,
29.85,147.26,
29.85,148.255,
29.85,149.25,
29.85,150.245,
29.85,151.24,
29.85,152.235,
29.85,153.23,
29.85,154.225,
29.85,155.22,
29.85,156.215,
29.85,157.21,
29.85,158.205,
29.85,159.2,
29.85,160.195,
29.85,161.19,
29.85,162.185,
29.85,163.18,
29.85,164.175,
29.85,165.17,
29.85,166.165,
29.85,167.16,
29.85,168.155,
29.85,169.15,
29.85,170.145,
29.85,171.14,
29.85,172.135,
29.85,173.13,
29.85,174.125,
29.85,175.12,
29.85,176.115,
29.85,177.11,
29.85,178.105,
29.85,179.1,
29.85,180.095,
29.85,181.09,
29.85,182.085,
29.85,183.08,
29.85,184.075,
29.85,185.07,
29.85,186.065,
29.85,187.06,
29.85,188.055,
29.85,189.05,
29.85,190.045,
29.85,191.04,
29.85,192.035,
29.85,193.03,
29.85,194.025,
29.85,195.02,
29.85,196.015,
29.85,197.01,
29.85,198.005,
30.845,0,
30.845,0.995,
30.845,1.99,
30.845,2.985,
30.845,3.98,
30.845,4.975,
30.845,5.97,
30.845,6.965,
30.845,7.96,
30.845,8.955,
30.845,9.95,
30.845,10.945,
30.845,11.94,
30.845,12.935,
30.845,13.93,
30.845,14.925,
30.845,15.92,
30.845,16.915,
30.845,17.91,
30.845,18.905,
30.845,19.9,
30.845,20.895,
30.845,21.89,
30.845,22.885,
30.845,23.88,
30.845,24.875,
30.845,25.87,
30.845,26.865,
30.845,27.86,
30.845,28.855,
30.845,29.85,
30.845,30.845,
30.845,31.84,
30.845,32.835,
30.845,33.83,
30.845,34.825,
30.845,35.82,
30.845,36.815,
30.845,37.81,
30.845,38.805,
30.845,39.8,
30.845,40.795,
30.845,41.79,
30.845,42.785,
30.845,43.78,
30.845,44.775,
30.845,45.77,
30.845,46.765,
30.845,47.76,
30.845,48.755,
30.845,49.75,
30.845,50.745,
30.845,51.74,
30.845,52.735,
30.845,53.73,
30.845,54.725,
30.845,55.72,
30.845,56.715,
30.845,57.71,
30.845,58.705,
30.845,59.7,
30.845,60.695,
30.845,61.69,
30.845,62.685,
30.845,63.68,
30.845,64.675,
30.845,65.67,
30.845,66.665,
30.845,67.66,
30.845,68.655,
30.845,69.65,
30.845,70.645,
30.845,71.64,
30.845,72.635,
30.845,73.63,
30.845,74.625,
30.845,75.62,
30.845,76.615,
30.845,77.61,
30.845,78.605,
30.845,79.6,
30.845,80.595,
30.845,81.59,
30.845,82.585,
30.845,83.58,
30.845,84.575,
30.845,85.57,
30.845,86.565,
30.845,87.56,
30.845,88.555,
30.845,89.55,
30.845,90.545,
30.845,91.54,
30.845,92.535,
30.845,93.53,
30.845,94.525,
30.845,95.52,
30.845,96.515,
30.845,97.51,
30.845,98.505,
30.845,99.5,
30.845,100.495,
30.845,101.49,
30.845,102.485,
30.845,103.48,
30.845,104.475,
30.845,105.47,
30.845,106.465,
30.845,107.46,
30.845,108.455,
30.845,109.45,
30.845,110.445,
30.845,111.44,
30.845,112.435,
30.845,113.43,
30.845,114.425,
30.845,115.42,
30.845,116.415,
30.845,117.41,
30.845,118.405,
30.845,119.4,
30.845,120.395,
30.845,121.39,
30.845,122.385,
30.845,123.38,
30.845,124.375,
30.845,125.37,
30.845,126.365,
30.845,127.36,
30.845,128.355,
30.845,129.35,
30.845,130.345,
30.845,131.34,
30.845,132.335,
30.845,133.33,
30.845,134.325,
30.845,135.32,
30.845,136.315,
30.845,137.31,
30.845,138.305,
30.845,139.3,
30.845,140.295,
30.845,141.29,
30.845,142.285,
30.845,143.28,
30.845,144.275,
30.845,145.27,
30.845,146.265,
30.845,147.26,
30.845,148.255,
30.845,149.25,
30.845,150.245,
30.845,151.24,
30.845,152.235,
30.845,153.23,
30.845,154.225,
30.845,155.22,
30.845,156.215,
30.845,157.21,
30.845,158.205,
30.845,159.2,
30.845,160.195,
30.845,161.19,
30.845,162.185,
30.845,163.18,
30.845,164.175,
30.845,165.17,
30.845,166.165,
30.845,167.16,
30.845,168.155,
30.845,169.15,
30.845,170.145,
30.845,171.14,
30.845,172.135,
30.845,173.13,
30.845,174.125,
30.845,175.12,
30.845,176.115,
30.845,177.11,
30.845,178.105,
30.845,179.1,
30.845,180.095,
30.845,181.09,
30.845,182.085,
30.845,183.08,
30.845,184.075,
30.845,185.07,
30.845,186.065,
30.845,187.06,
30.845,188.055,
30.845,189.05,
30.845,190.045,
30.845,191.04,
30.845,192.035,
30.845,193.03,
30.845,194.025,
30.845,195.02,
30.845,196.015,
30.845,197.01,
30.845,198.005,
31.84,0,
31.84,0.995,
31.84,1.99,
31.84,2.985,
31.84,3.98,
31.84,4.975,
31.84,5.97,
31.84,6.965,
31.84,7.96,
31.84,8.955,
31.84,9.95,
31.84,10.945,
31.84,11.94,
31.84,12.935,
31.84,13.93,
31.84,14.925,
31.84,15.92,
31.84,16.915,
31.84,17.91,
31.84,18.905,
31.84,19.9,
31.84,20.895,
31.84,21.89,
31.84,22.885,
31.84,23.88,
31.84,24.875,
31.84,25.87,
31.84,26.865,
31.84,27.86,
31.84,28.855,
31.84,29.85,
31.84,30.845,
31.84,31.84,
31.84,32.835,
31.84,33.83,
31.84,34.825,
31.84,35.82,
31.84,36.815,
31.84,37.81,
31.84,38.805,
31.84,39.8,
31.84,40.795,
31.84,41.79,
31.84,42.785,
31.84,43.78,
31.84,44.775,
31.84,45.77,
31.84,46.765,
31.84,47.76,
31.84,48.755,
31.84,49.75,
31.84,50.745,
31.84,51.74,
31.84,52.735,
31.84,53.73,
31.84,54.725,
31.84,55.72,
31.84,56.715,
31.84,57.71,
31.84,58.705,
31.84,59.7,
31.84,60.695,
31.84,61.69,
31.84,62.685,
31.84,63.68,
31.84,64.675,
31.84,65.67,
31.84,66.665,
31.84,67.66,
31.84,68.655,
31.84,69.65,
31.84,70.645,
31.84,71.64,
31.84,72.635,
31.84,73.63,
31.84,74.625,
31.84,75.62,
31.84,76.615,
31.84,77.61,
31.84,78.605,
31.84,79.6,
31.84,80.595,
31.84,81.59,
31.84,82.585,
31.84,83.58,
31.84,84.575,
31.84,85.57,
31.84,86.565,
31.84,87.56,
31.84,88.555,
31.84,89.55,
31.84,90.545,
31.84,91.54,
31.84,92.535,
31.84,93.53,
31.84,94.525,
31.84,95.52,
31.84,96.515,
31.84,97.51,
31.84,98.505,
31.84,99.5,
31.84,100.495,
31.84,101.49,
31.84,102.485,
31.84,103.48,
31.84,104.475,
31.84,105.47,
31.84,106.465,
31.84,107.46,
31.84,108.455,
31.84,109.45,
31.84,110.445,
31.84,111.44,
31.84,112.435,
31.84,113.43,
31.84,114.425,
31.84,115.42,
31.84,116.415,
31.84,117.41,
31.84,118.405,
31.84,119.4,
31.84,120.395,
31.84,121.39,
31.84,122.385,
31.84,123.38,
31.84,124.375,
31.84,125.37,
31.84,126.365,
31.84,127.36,
31.84,128.355,
31.84,129.35,
31.84,130.345,
31.84,131.34,
31.84,132.335,
31.84,133.33,
31.84,134.325,
31.84,135.32,
31.84,136.315,
31.84,137.31,
31.84,138.305,
31.84,139.3,
31.84,140.295,
31.84,141.29,
31.84,142.285,
31.84,143.28,
31.84,144.275,
31.84,145.27,
31.84,146.265,
31.84,147.26,
31.84,148.255,
31.84,149.25,
31.84,150.245,
31.84,151.24,
31.84,152.235,
31.84,153.23,
31.84,154.225,
31.84,155.22,
31.84,156.215,
31.84,157.21,
31.84,158.205,
31.84,159.2,
31.84,160.195,
31.84,161.19,
31.84,162.185,
31.84,163.18,
31.84,164.175,
31.84,165.17,
31.84,166.165,
31.84,167.16,
31.84,168.155,
31.84,169.15,
31.84,170.145,
31.84,171.14,
31.84,172.135,
31.84,173.13,
31.84,174.125,
31.84,175.12,
31.84,176.115,
31.84,177.11,
31.84,178.105,
31.84,179.1,
31.84,180.095,
31.84,181.09,
31.84,182.085,
31.84,183.08,
31.84,184.075,
31.84,185.07,
31.84,186.065,
31.84,187.06,
31.84,188.055,
31.84,189.05,
31.84,190.045,
31.84,191.04,
31.84,192.035,
31.84,193.03,
31.84,194.025,
31.84,195.02,
31.84,196.015,
31.84,197.01,
31.84,198.005,
32.835,0,
32.835,0.995,
32.835,1.99,
32.835,2.985,
32.835,3.98,
32.835,4.975,
32.835,5.97,
32.835,6.965,
32.835,7.96,
32.835,8.955,
32.835,9.95,
32.835,10.945,
32.835,11.94,
32.835,12.935,
32.835,13.93,
32.835,14.925,
32.835,15.92,
32.835,16.915,
32.835,17.91,
32.835,18.905,
32.835,19.9,
32.835,20.895,
32.835,21.89,
32.835,22.885,
32.835,23.88,
32.835,24.875,
32.835,25.87,
32.835,26.865,
32.835,27.86,
32.835,28.855,
32.835,29.85,
32.835,30.845,
32.835,31.84,
32.835,32.835,
32.835,33.83,
32.835,34.825,
32.835,35.82,
32.835,36.815,
32.835,37.81,
32.835,38.805,
32.835,39.8,
32.835,40.795,
32.835,41.79,
32.835,42.785,
32.835,43.78,
32.835,44.775,
32.835,45.77,
32.835,46.765,
32.835,47.76,
32.835,48.755,
32.835,49.75,
32.835,50.745,
32.835,51.74,
32.835,52.735,
32.835,53.73,
32.835,54.725,
32.835,55.72,
32.835,56.715,
32.835,57.71,
32.835,58.705,
32.835,59.7,
32.835,60.695,
32.835,61.69,
32.835,62.685,
32.835,63.68,
32.835,64.675,
32.835,65.67,
32.835,66.665,
32.835,67.66,
32.835,68.655,
32.835,69.65,
32.835,70.645,
32.835,71.64,
32.835,72.635,
32.835,73.63,
32.835,74.625,
32.835,75.62,
32.835,76.615,
32.835,77.61,
32.835,78.605,
32.835,79.6,
32.835,80.595,
32.835,81.59,
32.835,82.585,
32.835,83.58,
32.835,84.575,
32.835,85.57,
32.835,86.565,
32.835,87.56,
32.835,88.555,
32.835,89.55,
32.835,90.545,
32.835,91.54,
32.835,92.535,
32.835,93.53,
32.835,94.525,
32.835,95.52,
32.835,96.515,
32.835,97.51,
32.835,98.505,
32.835,99.5,
32.835,100.495,
32.835,101.49,
32.835,102.485,
32.835,103.48,
32.835,104.475,
32.835,105.47,
32.835,106.465,
32.835,107.46,
32.835,108.455,
32.835,109.45,
32.835,110.445,
32.835,111.44,
